-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	0	100	100	50	100	100	100	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	0	100	-99	100	100	100	100	100	100	100	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	100	100	100	100	100	100	100	100	100	-99	100	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	50	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	-99	100	100	100	100	100	100	50	0	50	50	50
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	100	100	100	100	100	100	50	0	100	100	50	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	-99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	100	100	100	100	100	100	-99	100	100	100	100	100	-99
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	100	100	100	100	-99	100	-99	100	-99	-99	100	100	100	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	-99	-99	100
-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6667	33.3333	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	50	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	75	100	100	100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	0	25	50	100	75	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	100	100	100	100	100	100	33.3333	100	100	100	100	100	100	100	66.6667	50	100
