   2.6866484e+02	   2.7232887e+02	   2.6885334e+02	   2.6140012e+02	
   2.6776484e+02	   2.7142887e+02	   2.6795334e+02	   2.6040012e+02	
   2.6506484e+02	   2.6872887e+02	   2.6525334e+02	   2.6110012e+02	
   2.6826484e+02	   2.7192887e+02	   2.6845334e+02	   2.6160012e+02	
   2.6896484e+02	   2.7262887e+02	   2.6915334e+02	   2.6090012e+02	
   2.6856484e+02	   2.7222887e+02	   2.6875334e+02	   2.6040012e+02	
   2.6756484e+02	   2.7122887e+02	   2.6775334e+02	   2.6140012e+02	
   2.6986484e+02	   2.7352887e+02	   2.7005334e+02	   2.6100012e+02	
   2.6226484e+02	   2.6592887e+02	   2.6245334e+02	   2.5810012e+02	
   2.6676484e+02	   2.7042887e+02	   2.6695334e+02	   2.5950012e+02	
   2.6676484e+02	   2.7042887e+02	   2.6695334e+02	   2.5910012e+02	
   2.6286484e+02	   2.6652887e+02	   2.6305334e+02	   2.5900012e+02	
   2.6646484e+02	   2.7012887e+02	   2.6665334e+02	   2.5960012e+02	
   2.6366484e+02	   2.6732887e+02	   2.6385334e+02	   2.5780012e+02	
   2.6646484e+02	   2.7012887e+02	   2.6665334e+02	   2.5830012e+02	
   2.6616484e+02	   2.6982887e+02	   2.6635334e+02	   2.5800012e+02	
   2.6876484e+02	   2.7242887e+02	   2.6895334e+02	   2.6180012e+02	
   2.6926484e+02	   2.7292887e+02	   2.6945334e+02	   2.6160012e+02	
   2.7116484e+02	   2.7482887e+02	   2.7135334e+02	   2.6390012e+02	
   2.6966484e+02	   2.7332887e+02	   2.6985334e+02	   2.6220012e+02	
   2.6936484e+02	   2.7302887e+02	   2.6955334e+02	   2.6270012e+02	
   2.6266484e+02	   2.6632887e+02	   2.6285334e+02	   2.5830012e+02	
   2.6596484e+02	   2.6962887e+02	   2.6615334e+02	   2.5900012e+02	
   2.6666484e+02	   2.7032887e+02	   2.6685334e+02	   2.5990012e+02	
   2.6266484e+02	   2.6632887e+02	   2.6285334e+02	   2.5750012e+02	
   2.6386484e+02	   2.6752887e+02	   2.6405334e+02	   2.5830012e+02	
   2.6956484e+02	   2.7322887e+02	   2.6975334e+02	   2.6110012e+02	
   2.7086484e+02	   2.7452887e+02	   2.7105334e+02	   2.6370012e+02	
   2.6516484e+02	   2.6882887e+02	   2.6535334e+02	   2.5980012e+02	
   2.6266484e+02	   2.6632887e+02	   2.6285334e+02	   2.5940012e+02	
   2.6446484e+02	   2.6812887e+02	   2.6465334e+02	   2.5910012e+02	
   2.6464332e+02	   2.6805735e+02	   2.6483182e+02	   2.5756116e+02	
   2.6564332e+02	   2.6905735e+02	   2.6583182e+02	   2.5946116e+02	
   2.6224332e+02	   2.6565735e+02	   2.6243182e+02	   2.5856116e+02	
   2.5984332e+02	   2.6325735e+02	   2.6003182e+02	   2.5556116e+02	
   2.5914332e+02	   2.6255735e+02	   2.5933182e+02	   2.5566116e+02	
   2.5924332e+02	   2.6265735e+02	   2.5943182e+02	   2.5456116e+02	
   2.6064332e+02	   2.6405735e+02	   2.6083182e+02	   2.5526116e+02	
   2.6364332e+02	   2.6705735e+02	   2.6383182e+02	   2.5866116e+02	
   2.6174332e+02	   2.6515735e+02	   2.6193182e+02	   2.5766116e+02	
   2.5904332e+02	   2.6245735e+02	   2.5923182e+02	   2.5806116e+02	
   2.6184332e+02	   2.6525735e+02	   2.6203182e+02	   2.5766116e+02	
   2.6564332e+02	   2.6905735e+02	   2.6583182e+02	   2.5926116e+02	
   2.6174332e+02	   2.6515735e+02	   2.6193182e+02	   2.5866116e+02	
   2.6084332e+02	   2.6425735e+02	   2.6103182e+02	   2.5746116e+02	
   2.6084332e+02	   2.6425735e+02	   2.6103182e+02	   2.5716116e+02	
   2.6624332e+02	   2.6965735e+02	   2.6643182e+02	   2.5856116e+02	
   2.6534332e+02	   2.6875735e+02	   2.6553182e+02	   2.5976116e+02	
   2.6814332e+02	   2.7155735e+02	   2.6833182e+02	   2.5966116e+02	
   2.6734332e+02	   2.7075735e+02	   2.6753182e+02	   2.6006116e+02	
   2.6864332e+02	   2.7205735e+02	   2.6883182e+02	   2.6156116e+02	
   2.6434332e+02	   2.6775735e+02	   2.6453182e+02	   2.6216116e+02	
   2.6414332e+02	   2.6755735e+02	   2.6433182e+02	   2.6006116e+02	
   2.6394332e+02	   2.6735735e+02	   2.6413182e+02	   2.5836116e+02	
   2.6284332e+02	   2.6625735e+02	   2.6303182e+02	   2.5846116e+02	
   2.6464332e+02	   2.6805735e+02	   2.6483182e+02	   2.6016116e+02	
   2.6964332e+02	   2.7305735e+02	   2.6983182e+02	   2.6286116e+02	
   2.6474332e+02	   2.6815735e+02	   2.6493182e+02	   2.6126116e+02	
   2.6204332e+02	   2.6545735e+02	   2.6223182e+02	   2.5946116e+02	
   2.6447033e+02	   2.6796435e+02	   2.6465883e+02	   2.6108335e+02	
   2.6597033e+02	   2.6946435e+02	   2.6615883e+02	   2.6188335e+02	
   2.6857033e+02	   2.7206435e+02	   2.6875883e+02	   2.6398335e+02	
   2.6857033e+02	   2.7206435e+02	   2.6875883e+02	   2.6478335e+02	
   2.6477033e+02	   2.6826435e+02	   2.6495883e+02	   2.6508335e+02	
   2.6747033e+02	   2.7096435e+02	   2.6765883e+02	   2.6548335e+02	
   2.6737033e+02	   2.7086435e+02	   2.6755883e+02	   2.6438335e+02	
   2.7187033e+02	   2.7536435e+02	   2.7205883e+02	   2.6658335e+02	
   2.6997033e+02	   2.7346435e+02	   2.7015883e+02	   2.6538335e+02	
   2.6937033e+02	   2.7286435e+02	   2.6955883e+02	   2.6418335e+02	
   2.7077033e+02	   2.7426435e+02	   2.7095883e+02	   2.6638335e+02	
   2.6957033e+02	   2.7306435e+02	   2.6975883e+02	   2.6628335e+02	
   2.6687033e+02	   2.7036435e+02	   2.6705883e+02	   2.6468335e+02	
   2.6197033e+02	   2.6546435e+02	   2.6215883e+02	   2.5988335e+02	
   2.6157033e+02	   2.6506435e+02	   2.6175883e+02	   2.5908335e+02	
   2.6197033e+02	   2.6546435e+02	   2.6215883e+02	   2.5798335e+02	
   2.6367033e+02	   2.6716435e+02	   2.6385883e+02	   2.6028335e+02	
   2.6777033e+02	   2.7126435e+02	   2.6795883e+02	   2.6208335e+02	
   2.6857033e+02	   2.7206435e+02	   2.6875883e+02	   2.6438335e+02	
   2.6657033e+02	   2.7006435e+02	   2.6675883e+02	   2.6398335e+02	
   2.6427033e+02	   2.6776435e+02	   2.6445883e+02	   2.6128335e+02	
   2.6677033e+02	   2.7026435e+02	   2.6695883e+02	   2.6348335e+02	
   2.6717033e+02	   2.7066435e+02	   2.6735883e+02	   2.6428335e+02	
   2.6877033e+02	   2.7226435e+02	   2.6895883e+02	   2.6468335e+02	
   2.6937033e+02	   2.7286435e+02	   2.6955883e+02	   2.6538335e+02	
   2.7107033e+02	   2.7456435e+02	   2.7125883e+02	   2.6688335e+02	
   2.7197033e+02	   2.7546435e+02	   2.7215883e+02	   2.6848335e+02	
   2.7057033e+02	   2.7406435e+02	   2.7075883e+02	   2.6768335e+02	
   2.7017033e+02	   2.7366435e+02	   2.7035883e+02	   2.6848335e+02	
   2.7257033e+02	   2.7606435e+02	   2.7275883e+02	   2.7028335e+02	
   2.7167033e+02	   2.7516435e+02	   2.7185883e+02	   2.6978335e+02	
   2.7344570e+02	   2.7700973e+02	   2.7363420e+02	   2.6782045e+02	
   2.7494570e+02	   2.7850973e+02	   2.7513420e+02	   2.6862045e+02	
   2.7714570e+02	   2.8070973e+02	   2.7733420e+02	   2.7022045e+02	
   2.7434570e+02	   2.7790973e+02	   2.7453420e+02	   2.6882045e+02	
   2.7464570e+02	   2.7820973e+02	   2.7483420e+02	   2.7072045e+02	
   2.7334570e+02	   2.7690973e+02	   2.7353420e+02	   2.7032045e+02	
   2.7364570e+02	   2.7720973e+02	   2.7383420e+02	   2.6802045e+02	
   2.7474570e+02	   2.7830973e+02	   2.7493420e+02	   2.6812045e+02	
   2.7554570e+02	   2.7910973e+02	   2.7573420e+02	   2.6892045e+02	
   2.7464570e+02	   2.7820973e+02	   2.7483420e+02	   2.6952045e+02	
   2.7614570e+02	   2.7970973e+02	   2.7633420e+02	   2.7062045e+02	
   2.7354570e+02	   2.7710973e+02	   2.7373420e+02	   2.6912045e+02	
   2.7334570e+02	   2.7690973e+02	   2.7353420e+02	   2.6822045e+02	
   2.7454570e+02	   2.7810973e+02	   2.7473420e+02	   2.6842045e+02	
   2.7554570e+02	   2.7910973e+02	   2.7573420e+02	   2.7062045e+02	
